timestamp,src_ip,dst_ip,frame_len,latency,jitter,ipdv,packet_loss
1770724662.287087891,1.1.2.1,1.1.10.10,66,0.000046,0.038516,-0.038516,0
1770724662.790373354,1.1.10.10,1.1.1.1,66,0.000042,0.000004,-0.000004,0
1770724662.834853062,1.1.1.1,1.1.10.10,66,0.000103,0.000061,0.000061,0
1770724663.289907629,1.1.10.10,1.1.2.1,66,0.040465,0.040362,0.040362,0
1770724663.297935326,1.1.2.1,1.1.10.10,66,0.000121,0.040344,-0.040344,0
1770724663.790971652,1.1.10.10,1.1.1.1,66,0.000032,0.000089,-0.000089,0
1770724663.834547389,1.1.1.1,1.1.10.10,66,0.000052,0.000020,0.000020,0
1770724664.250019079,1.1.10.10,1.1.2.1,66,0.000247,0.000195,0.000195,0
1770724664.294047670,1.1.2.1,1.1.10.10,66,0.000055,0.000192,-0.000192,0
1770724664.791182304,1.1.10.10,1.1.1.1,66,0.000091,0.000036,0.000036,0
1770724664.831986051,1.1.1.1,1.1.10.10,66,0.000049,0.000043,-0.000043,0
1770724665.249403142,1.1.10.10,1.1.2.1,66,0.000032,0.000016,-0.000016,0
1770724665.286856388,1.1.2.1,1.1.10.10,66,0.000080,0.000048,0.000048,0
1770724665.792037711,1.1.10.10,1.1.1.1,66,0.000043,0.000037,-0.000037,0
1770724665.833759847,1.1.1.1,1.1.10.10,66,0.000068,0.000024,0.000024,0
1770724666.289854293,1.1.10.10,1.1.2.1,66,0.040245,0.040177,0.040177,0
1770724666.311153949,1.1.2.1,1.1.10.10,66,0.000211,0.040033,-0.040033,0
1770724666.792546909,1.1.10.10,1.1.1.1,66,0.000083,0.000128,-0.000128,0
1770724666.844110056,1.1.1.1,1.1.10.10,66,0.000043,0.000040,-0.000040,0
1770724667.250231638,1.1.10.10,1.1.2.1,66,0.000042,0.000001,-0.000001,0
1770724667.295266494,1.1.2.1,1.1.10.10,66,0.000042,0.000000,0.000000,0
1770724667.792078094,1.1.10.10,1.1.1.1,66,0.000064,0.000021,0.000021,0
1770724667.835151424,1.1.1.1,1.1.10.10,66,0.000058,0.000005,-0.000005,0
1770724668.249961043,1.1.10.10,1.1.2.1,66,0.000045,0.000013,-0.000013,0
1770724668.286155102,1.1.2.1,1.1.10.10,66,0.000065,0.000020,0.000020,0
1770724668.792169986,1.1.10.10,1.1.1.1,66,0.000044,0.000021,-0.000021,0
1770724668.841655017,1.1.1.1,1.1.10.10,66,0.000044,0.000000,0.000000,0
1770724669.292888869,1.1.10.10,1.1.2.1,66,0.041922,0.041878,0.041878,0
1770724669.293421331,1.1.2.1,1.1.10.10,66,0.000052,0.041870,-0.041870,0
1770724669.792915010,1.1.10.10,1.1.1.1,66,0.000118,0.000066,0.000066,0
1770724669.834563396,1.1.1.1,1.1.10.10,66,0.000043,0.000075,-0.000075,0
1770724670.223006376,1.1.2.1,1.1.10.10,66,0.000170,0.000128,0.000128,0
1770724670.223495839,1.1.10.10,1.1.2.1,66,0.000041,0.000130,-0.000130,0
1770724670.250586596,1.1.2.1,1.1.10.10,153,0.012504,0.012463,0.012463,0
